nutrient_total_fat,nutrient_total_carb,nutrient_protein,nutrient_sat_fat,nutrient_cholesterol,nutrient_sodium,nutrient_fiber,nutrient_calcium,Calories,Score,nutrient_vitamin_a,Category
0.0,7.0,1.0,0.0,0.0,25.0,2.0,310.0,35.0,2.4,0.0,Hunts Organic Tomatoes Paste
0.0,4.0,3.0,1.0,0.0,0.0,15.0,1.0,20.0,2.4,0.0,Inspired Organics Organic Crushed Tomatoes
0.0,5.0,1.0,0.0,0.0,310.0,2.0,0.0,25.0,2.4,0.0,Lucini Italia Tuscan Marinara Organic Sauce
0.0,4.0,1.0,0.0,0.0,80.0,1.0,0.0,15.0,2.4,0.0,"Madewith Organic Crushed Tomatoes in Juice, Juice"
0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,25.0,2.4,0.0,"Madewith Organic Tomato Vine Ripened Tomatoes From California's Central Valley No Salt Added Paste, Tomato"
0.0,7.0,2.0,0.0,0.0,10.0,2.0,0.0,35.0,2.4,682.0,"Mangia Italian Peeled Tomatoes, Italian"
0.0,4.0,1.0,0.0,0.0,80.0,1.0,207.0,15.0,2.4,0.0,Meijer True Goodness Organic Crushed Peeled Tomatoes
0.0,4.0,1.0,0.0,0.0,10.0,1.0,208.0,15.0,2.4,0.0,Meijer True Goodness Organic Crushed Tomatoes in Puree
0.0,6.0,1.0,0.0,0.0,20.0,1.0,160.0,30.0,2.4,0.0,Muir Glen Tomato Sauce
0.0,4.0,1.0,0.0,0.0,80.0,1.0,207.0,15.0,2.4,0.0,Nature's Greatest Foods Organic Vine Ripened Crushed Peeled Tomatoes
0.0,4.0,1.0,0.0,0.0,85.0,1.0,200.0,15.0,2.4,0.0,"Nature's Promise Organic Fire Roasted Crushed Tomatoes, Fire Roasted"
0.0,4.0,1.0,0.0,0.0,10.0,1.0,210.0,15.0,2.4,0.0,O Organics No Salt Added Crushed Tomatoes in Tomato Puree
0.0,5.0,1.0,0.0,0.0,5.0,1.0,90.0,25.0,2.4,0.0,"O Organics Organic Diced Tomatoes, No Salt Added"
0.0,5.0,1.0,0.0,0.0,5.0,1.0,0.0,25.0,2.4,0.0,Pacific Coast Organic Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,20.0,1.0,0.0,25.0,2.4,0.0,"Pacific Coast Organic Tomato Paste, Tomato"
0.0,4.0,1.0,0.0,0.0,5.0,1.0,210.0,20.0,2.4,0.0,Pomi Organic Strained Tomatoes
2.0,6.0,1.0,0.0,0.0,195.0,3.0,250.0,45.0,2.4,0.0,"Racconto Fire Roasted Organic Diced Tomatoes, Fire Roasted"
0.0,4.0,2.0,1.0,0.0,0.0,85.0,0.0,20.0,2.4,2.0,"Seven Farms Organic Crushed Tomatoes With Basil, Basil"
0.0,4.0,1.0,0.0,0.0,80.0,1.0,210.0,15.0,2.4,0.0,"Shoprite Wholesome Pantry Organic, Crushed Tomatoes in Puree With Basil, Basil"
0.0,5.0,1.0,0.0,0.0,5.0,1.0,90.0,25.0,2.4,0.0,Simple Truth Diced Tomatoes in Tomato Juice
0.0,7.0,1.0,0.0,0.0,20.0,1.0,0.0,35.0,2.4,0.0,Simple Truth Organic Double Concentrated Tomato Paste
0.0,4.0,2.0,1.0,0.0,0.0,85.0,0.0,20.0,2.4,2.0,Villa Pacifica Organic Crushed Tomatoes With Dried Organic Basil in Organic Tomato Puree
0.0,5.0,3.0,0.0,0.0,0.0,15.0,0.0,25.0,2.4,1.0,Villa Pacifica Organic Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,5.0,1.0,92.0,25.0,2.4,0.0,Woodstock Organic Diced Tomatoes in Tomato Juice
0.0,10.0,6.0,2.0,0.0,0.0,25.0,0.0,40.0,2.4,2.0,Green Way Organic Whole Peeled Plum Tomatoes
0.0,5.0,1.0,0.0,0.0,200.0,1.0,0.0,25.0,2.6,0.0,"365 Everyday Value Diced Fire Roasted, Tomatoes, Tomatoes"
0.0,5.0,1.0,0.0,0.0,220.0,1.0,0.0,25.0,2.6,0.0,365 Everyday Value Organic Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,220.0,1.0,0.0,25.0,2.6,0.0,Cadia Organic Diced Tomatoes in Tomato Juice
0.0,5.0,1.0,0.0,0.0,220.0,1.0,92.0,25.0,2.6,0.0,Clearly Organic Organic Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,220.0,1.0,92.0,25.0,2.6,0.0,Clearly Organic Organic Diced Tomatoes
0.0,5.0,0.0,0.0,0.0,220.0,1.0,0.0,25.0,2.6,0.0,Great Value Organic Petite Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,220.0,1.0,92.0,25.0,2.6,0.0,Harris Teeter Organics Diced Tomatoes in Organic Tomato Juice
0.0,5.0,1.0,0.0,0.0,220.0,1.0,91.0,25.0,2.6,0.0,Harris Teeter Organics Whole Peeled Tomatoes in Organic Tomato Juice
0.0,5.0,1.0,0.0,0.0,220.0,1.0,0.0,25.0,2.6,0.0,Heinen's Organic Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,220.0,1.0,91.0,25.0,2.6,0.0,Heinen's Organic Whole Peeled Tomatoes
0.0,5.0,1.0,0.0,0.0,300.0,2.0,0.0,30.0,2.6,0.0,"Hunt's Organic Diced Tomatoes, Fire Roasted"
0.0,5.0,1.0,0.0,0.0,220.0,1.0,0.0,25.0,2.6,0.0,Madewith Diced Tomatoes in Juice
0.0,5.0,1.0,0.0,0.0,200.0,1.0,0.0,25.0,2.6,0.0,"Madewith Fire Roasted Organic Diced Tomatoes, Fire Roasted"
0.0,5.0,1.0,0.0,0.0,10.0,1.0,170.0,25.0,2.6,0.0,Muir Glen Organic Tomato Puree
0.0,6.0,1.0,0.0,0.0,170.0,1.0,250.0,30.0,2.6,0.0,"Muir Glen Vine Sweetened Organic Diced Tomatoes, Vine Sweetened"
0.0,5.0,1.0,0.0,0.0,220.0,1.0,90.0,25.0,2.6,0.0,O Organics Organic Diced Tomatoes
0.0,4.0,1.0,0.0,0.0,180.0,1.0,280.0,20.0,2.6,0.0,"O Organics Organic Diced Tomatoes With Basil, Garlic & Oregano"
0.0,5.0,1.0,0.0,0.0,200.0,1.0,100.0,25.0,2.6,0.0,O Organics Organics Fire Roasted Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,140.0,1.0,0.0,30.0,2.6,0.0,Organic Valley Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,220.0,1.0,90.0,25.0,2.6,0.0,Shoprite Wholesome Pantry Organic Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,220.0,1.0,90.0,25.0,2.6,0.0,Simple Truth Organic Diced Tomatoes in Tomato Juice
0.0,5.0,1.0,0.0,0.0,220.0,1.0,92.0,25.0,2.6,0.0,Simply Nature Organic Diced Tomatoes
0.0,5.0,0.0,0.0,0.0,220.0,1.0,90.0,25.0,2.6,0.0,Wholesome Pantry Organic Whole Peeled Tomatoes
0.0,5.0,0.0,0.0,0.0,220.0,1.0,92.0,25.0,2.6,0.0,Wild Harvest Organic Petite Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,220.0,1.0,92.0,25.0,2.6,0.0,"Woodstock Organic Diced Tomatoes in Tomato Juice, Diced Tomatoes"
0.0,5.0,1.0,0.0,0.0,190.0,2.0,0.0,25.0,2.8,250.0,Red Gold Chopped Tomatoes in Puree
0.0,5.0,1.0,0.0,0.0,15.0,1.0,0.0,30.0,2.8,0.0,"Red Gold Diced Tomatoes, Basil, Garlic & Oregano, Basil, Garlic & Oregano"
0.0,5.0,1.0,0.0,0.0,15.0,1.0,0.0,20.0,2.8,0.0,Red Gold Tomato Pure
0.0,5.0,1.0,0.0,0.0,15.0,1.0,0.0,20.0,2.8,0.0,Red Gold Tomato Puree
0.0,5.0,1.0,0.0,0.0,15.0,1.0,0.0,20.0,2.8,0.0,Red Pack Tomato Puree
0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,2.8,0.0,"Redpack Crushed Tomatoes in Puree, Basil, Garlic & Oregano"
0.0,3.0,1.0,0.0,0.0,90.0,1.0,0.0,15.0,2.8,0.0,Red Gold Diced & Crushed Tomatoes
0.0,4.0,3.0,1.0,0.0,0.0,20.0,0.0,25.0,3.0,1.0,"Cento Italian Organic Whole Peeled Tomatoes in Juice With Basil Leaf, Italian"
1.0,5.0,1.0,0.0,0.0,230.0,2.0,0.0,35.0,3.0,0.0,"Lucini Italia Organic Sauce, Spicy Tuscan Tomato"
0.0,4.0,1.0,0.0,0.0,200.0,1.0,160.0,20.0,3.0,0.0,Muir Glen Organic Chunky Tomato Sauce
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,365 Everyday Value Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,Food Lion Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,Food Lion Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,15.0,1.0,230.0,25.0,3.0,0.0,"Food Lion Diced Tomatoes, No Salt"
0.0,6.0,1.0,0.0,0.0,20.0,2.0,0.0,30.0,3.0,0.0,Food Lion Tomato Paste
0.0,3.0,1.0,0.0,0.0,10.0,1.0,0.0,15.0,3.0,0.0,Food Lion Tomato Sauce
0.0,8.0,2.0,0.0,0.0,10.0,2.0,340.0,40.0,3.0,0.0,Colavita Diced Tomatoes
0.0,0.0,5.0,1.0,0.0,0.0,290.0,0.0,30.0,3.0,1.0,Dei Fratelli Truly Petite Cut Tomatoes in a Light Puree
0.0,7.0,5.0,1.0,0.0,0.0,20.0,0.0,35.0,3.0,1.0,Dei Fratelli Whole Tomatoes Packed in Puree
0.0,4.0,1.0,0.0,0.0,100.0,1.0,290.0,20.0,3.0,0.0,"Heinen's Diced Tomatoes, Tomatoes"
0.0,6.0,0.0,0.0,0.0,15.0,2.0,270.0,30.0,3.0,0.0,Heinen's Tomato Paste
0.0,5.0,1.0,0.0,0.0,220.0,1.0,290.0,25.0,3.0,0.0,"Heinen's Tomatoes Petite Diced, Tomatoes"
0.0,0.0,1.0,0.0,0.0,25.0,2.0,0.0,35.0,3.0,0.0,Hunt's 100% Natural Tomatoes Paste
0.0,6.0,1.0,0.0,0.0,300.0,2.0,0.0,30.0,3.0,0.0,Hunt's Fire Roasted Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,300.0,2.0,0.0,30.0,3.0,0.0,"Hunt's Fire Roasted Diced Tomatoes, Garlic"
0.0,6.0,1.0,0.0,0.0,15.0,2.0,230.0,30.0,3.0,0.0,Hunt's No Salt Added Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,200.0,2.0,230.0,30.0,3.0,0.0,Hunt's Petite Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,90.0,2.0,280.0,30.0,3.0,0.0,"Hunt's Puree Tomatoes, Hunt's, Puree Tomatoes"
0.0,8.0,2.0,0.0,0.0,240.0,2.0,280.0,40.0,3.0,0.0,"Hunt's San Marzano Style Garlic & Crushed Red Pepper Whole Peeled Tomatoes, San Marzano Style Garlic & Crushed Red Pepper"
0.0,7.0,1.0,0.0,0.0,200.0,2.0,320.0,35.0,3.0,0.0,"Hunt's San Marzano Style Whole Peeled Tomatoes, San Marzano Style"
0.0,0.0,1.0,0.0,0.0,25.0,2.0,0.0,35.0,3.0,0.0,"Hunt's Tomato Paste, Hunt's, Tomato Paste"
0.0,7.0,1.0,0.0,0.0,85.0,2.0,320.0,35.0,3.0,0.0,"Hunt's Tomato Paste, Hunt's, Tomato Paste"
0.0,6.0,1.0,0.0,0.0,90.0,2.0,280.0,30.0,3.0,0.0,Hunt's Tomato Puree
0.0,4.0,1.0,0.0,0.0,15.0,2.0,170.0,25.0,3.0,0.0,"Hunt's Tomato Sauce, No Salt Added, Hunt's, Tomato Sauce, No Salt Added"
0.0,7.0,1.0,0.0,0.0,25.0,2.0,0.0,35.0,3.0,0.0,Hunt's Tomatoes Paste
0.0,7.0,1.0,0.0,0.0,25.0,2.0,310.0,35.0,3.0,0.0,Hunt's Tomatoes Paste
0.0,6.0,1.0,0.0,0.0,200.0,2.0,230.0,30.0,3.0,0.0,Hunts Naturally Steam Peeled Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,15.0,2.0,0.0,30.0,3.0,0.0,Hunts Petite Diced Tomatoes
0.0,4.0,1.0,0.0,0.0,180.0,1.0,200.0,15.0,3.0,0.0,Member's Mark Crushed Tomatoes in Tomato Puree
0.0,5.0,1.0,0.0,0.0,220.0,1.0,0.0,25.0,3.0,0.0,Member's Mark Whole Peeled Tomatoes in Tomato Juice
0.0,4.0,1.0,0.0,0.0,0.0,1.0,180.0,20.0,3.0,0.0,"Pomi Crushed Tomatoes With Basil, Basil"
0.0,4.0,1.0,0.0,0.0,0.0,1.0,180.0,20.0,3.0,0.0,"Pomi Crushed Tomatoes With Onion, Onion"
0.0,7.0,5.0,1.0,0.0,0.0,250.0,0.0,40.0,3.0,1.0,"Red Gold Diced Tomatoes, Basil, Garlic & Oregano, Basil, Garlic & Oregano"
0.0,4.0,1.0,0.0,0.0,90.0,1.0,0.0,20.0,3.0,0.0,Redpack Crushed Tomatoes in Puree
0.0,4.0,1.0,0.0,0.0,140.0,1.0,142.0,20.0,3.0,0.0,Smt Crushed Tomatoes
0.0,5.0,1.0,0.0,0.0,120.0,1.0,230.0,25.0,3.0,0.0,"Always Save Whole Peeled Tomatoes, Tomatoes"
0.0,6.0,1.0,0.0,0.0,120.0,1.0,0.0,25.0,3.0,0.0,"Antonino's Whole Tomatoes in Puree, Whole Tomatoes"
0.0,6.0,1.0,0.0,0.0,20.0,1.0,0.0,30.0,3.0,0.0,Avenue Tomato Paste
0.0,5.0,1.0,0.0,0.0,180.0,1.0,93.0,25.0,3.0,0.0,Avenue Whole Peeled Tomatoes in Juice
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,"Best Choice Classic Diced Tomatoes, Classic"
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,"Best Choice Classic Petite Diced Tomatoes, Classic"
0.0,6.0,1.0,0.0,0.0,20.0,2.0,0.0,30.0,3.0,0.0,"Best Choice Classic Tomato Paste, Classic"
0.0,5.0,1.0,0.0,0.0,15.0,1.0,230.0,25.0,3.0,0.0,Best Choice Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,15.0,1.0,230.0,25.0,3.0,0.0,Best Choice No Salt Added Petite Diced Tomatoes
0.0,3.0,1.0,0.0,0.0,10.0,1.0,140.0,15.0,3.0,0.0,"Best Choice Tomato Sauce, Tomato"
0.0,5.0,3.0,1.0,0.0,0.0,180.0,0.0,25.0,3.0,1.0,Best Choice Whole Tomatoes Peeled
0.0,6.0,1.0,0.0,0.0,20.0,2.0,0.0,30.0,3.0,0.0,Big Win Quality Tomato Paste
0.0,0.0,1.0,0.0,0.0,10.0,1.0,140.0,15.0,3.0,0.0,"Big Y Tomato Sauce, Tomato"
0.0,6.0,1.0,0.0,0.0,20.0,2.0,270.0,30.0,3.0,0.0,"Bountiful Harvest Tomato Paste, Tomato"
0.0,8.0,2.0,0.0,0.0,15.0,2.0,310.0,35.0,3.0,0.0,Bountiful Harvest Tomato Puree
0.0,5.0,1.0,0.0,0.0,120.0,1.0,230.0,25.0,3.0,0.0,Bountiful Harvest Whole Peeled Tomatoes
0.0,0.0,1.0,0.0,0.0,10.0,1.0,140.0,15.0,3.0,0.0,"Casa Cardenas Tomato Sauce, Tomato"
0.0,4.0,1.0,0.0,0.0,180.0,1.0,0.0,15.0,3.0,0.0,Cento All in One Peeled Ground Tomatoes in Puree
0.0,8.0,2.0,0.0,0.0,220.0,2.0,410.0,35.0,3.0,0.0,Cento Chef's Cut Tomatoes With Basil Leaf
0.0,5.0,2.0,0.0,0.0,130.0,1.0,462.0,31.0,3.0,0.0,Cento Italian Peeled Tomatoes With Basil Leaf
0.0,6.0,1.0,0.0,0.0,40.0,0.0,311.0,30.0,3.0,0.0,Cento Peeled Tomatoes
0.0,6.0,1.0,0.0,0.0,150.0,1.0,420.0,30.0,3.0,0.0,"Cento Peeled Tomatoes With Basil, Italian"
0.0,7.0,1.0,0.0,0.0,20.0,1.0,293.0,30.0,3.0,0.0,"Cento Tomato Puree, Tomato"
0.0,6.0,1.0,0.0,0.0,150.0,1.0,420.0,30.0,3.0,0.0,"Cento Whole Peeled Tomatoes, Italian Style"
0.0,4.0,1.0,0.0,0.0,130.0,1.0,0.0,21.0,3.0,0.0,"Cento Yellow Whole Peeled Tomatoes in Juice, Yellow Whole Peeled Tomatoes"
0.0,7.0,2.0,0.0,0.0,15.0,2.0,0.0,35.0,3.0,0.0,"Chef's Quality Tomato Puree, Tomato"
0.0,6.0,2.0,0.0,0.0,100.0,1.0,663.0,31.0,3.0,0.0,Ciao Italian Peeled Tomatoes in Tomato Puree
0.0,0.0,1.0,0.0,0.0,20.0,1.0,0.0,30.0,3.0,0.0,Clover Valley 100% Natural Tomato Paste
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,Clover Valley Diced Tomatoes
0.0,4.0,1.0,0.0,0.0,80.0,1.0,256.0,20.0,3.0,0.0,Colavita Crushed Tomatoes
1.0,8.0,1.0,0.0,0.0,11.0,2.0,290.0,25.0,3.0,0.0,Colavita Italian Whole Peeled Tomatoes
0.0,6.0,1.0,0.0,0.0,200.0,1.0,0.0,30.0,3.0,0.0,Contadina Diced Tomatoes
0.0,7.0,1.0,0.0,0.0,15.0,2.0,0.0,35.0,3.0,0.0,Contadina Roma Style Tomatoes Puree
0.0,7.0,1.0,0.0,0.0,15.0,2.0,322.0,35.0,3.0,0.0,Contadina Roma Style Tomatoes Puree
0.0,6.0,1.0,0.0,0.0,20.0,2.0,306.0,30.0,3.0,0.0,Contadina Tomato Paste
0.0,5.0,1.0,0.0,0.0,120.0,1.0,230.0,25.0,3.0,0.0,Corner Store Whole Peeled Tomatoes
0.0,6.0,3.0,1.0,0.0,0.0,15.0,0.0,30.0,3.0,1.0,Del Monte Diced Tomatoes
0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,30.0,3.0,15.0,Del Monte Petite Cut Diced Tomatoes
0.0,3.0,1.0,0.0,0.0,40.0,1.0,240.0,15.0,3.0,0.0,"Delallo Crushed Italian Tomatoes, Italian"
0.0,6.0,29.0,0.0,0.0,65.0,1.0,690.0,30.0,3.0,0.0,"Delallo San Marzano Style Italian Tomatoes, San Marzano Style"
0.0,5.0,1.0,0.0,0.0,55.0,1.0,320.0,25.0,3.0,0.0,"Delallo San Marzano Style Italian Whole Peeled Tomatoes, San Marzano Style"
0.0,6.0,2.0,0.0,0.0,75.0,1.0,430.0,30.0,3.0,0.0,Delallo San Marzano Style Petite Diced Italian Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,Diane's Garden Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,15.0,1.0,230.0,25.0,3.0,0.0,Diane's Garden Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,20.0,2.0,0.0,30.0,3.0,0.0,Diane's Garden Tomato Paste
0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,15.0,3.0,0.0,Diane's Garden Tomato Sauce
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,Dierbergs Diced Tomatoes
0.0,8.0,3.0,0.0,0.0,150.0,2.0,789.0,45.0,3.0,0.0,"Divella Tomato Puree, Tomato"
0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,30.0,3.0,0.0,"Earth Fare Tomato Paste, Tomato"
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,Fiesta Petite Diced Tomatoes
0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,15.0,3.0,0.0,"Food Club Essential Choice Tomato Sauce, Tomato"
0.0,0.0,1.0,0.0,0.0,15.0,2.0,0.0,30.0,3.0,0.0,Fresh Finds Tomato Paste
0.0,7.0,5.0,2.0,0.0,0.0,140.0,0.0,30.0,3.0,2.0,Furmano's Crushed Tomatoes
0.0,5.0,3.0,1.0,0.0,0.0,125.0,0.0,25.0,3.0,1.0,"Furmano's Petite Diced Tomatoes, Green Chilies"
0.0,8.0,4.0,1.0,0.0,0.0,150.0,0.0,40.0,3.0,2.0,Furmano's Roasted Garlic & Olive Oil Crushed Tomatoes
0.0,5.0,3.0,1.0,0.0,0.0,125.0,0.0,25.0,3.0,1.0,Furmano's Whole Peeled Tomatoes
0.0,5.0,3.0,1.0,0.0,0.0,125.0,0.0,25.0,3.0,1.0,Furmano's Whole Peeled Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,Giant Eagle Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,230.0,1.0,0.0,25.0,3.0,0.0,"Giant Eagle Diced Tomatoes, Roasted Garlic & Onion"
0.0,7.0,2.0,0.0,0.0,50.0,2.0,250.0,45.0,3.0,0.0,Giant Eagle Market District Whole Peeled Tomatoes
0.0,5.0,1.0,0.0,0.0,15.0,1.0,0.0,25.0,3.0,0.0,Giant Eagle No Salt Added Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,Giant Eagle Petite Diced Tomatoes
0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,30.0,3.0,0.0,Giant Eagle Tomato Paste
0.0,6.0,1.0,0.0,0.0,20.0,2.0,0.0,30.0,3.0,0.0,"Giant Eagle Tomato Paste, Tomato"
0.0,5.0,1.0,0.0,0.0,180.0,1.0,93.0,25.0,3.0,0.0,Great Value Diced Tomato in Tomato Juice
0.0,5.0,1.0,0.0,0.0,180.0,1.0,220.0,25.0,3.0,0.0,Great Value Diced Tomatoes in Tomato Juice
0.0,5.0,1.0,0.0,0.0,250.0,1.0,230.0,25.0,3.0,0.0,"Great Value Italian Dices Tomatoes With Basil, Garlic & Oregano"
0.0,7.0,2.0,0.0,0.0,50.0,2.0,250.0,45.0,3.0,0.0,Gustare Vita Whole Peeled Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,H E B Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,230.0,1.0,0.0,25.0,3.0,0.0,"H E B Fire Roasted With Garlic Diced Tomatoes, Fire Roasted With Garlic"
0.0,5.0,1.0,0.0,0.0,120.0,1.0,0.0,25.0,3.0,0.0,H E B Peeled Tomatoes
0.0,4.0,1.0,0.0,0.0,15.0,1.0,190.0,15.0,3.0,0.0,Hannaford Crushed Tomatoes With Basil
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,Hannaford Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,Happy Harvest Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,Harris Teeter Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,Harris Teeter Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,Harris Teeter Petite Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,Harris Teeter Petite Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,20.0,1.0,0.0,30.0,3.0,0.0,"Harris Teeter Tomato Paste, Tomato"
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,Harvest Value Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,Homeland Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,230.0,1.0,0.0,25.0,3.0,0.0,"Homeland Diced Tomatoes With Roasted Garlic & Onion, Roasted Garlic & Onion"
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,Homeland Petite Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,"Homeland Petite Diced Tomatoes, Petite Diced"
0.0,5.0,1.0,0.0,0.0,120.0,1.0,0.0,25.0,3.0,0.0,Homeland Whole Peeled Tomatoes
0.0,4.0,1.0,0.0,0.0,140.0,1.0,185.0,20.0,3.0,0.0,Ht Traders Crushed Plum Tomatoes in Puree
0.0,5.0,0.0,0.0,0.0,180.0,1.0,102.0,25.0,3.0,0.0,Ht Traders Whole Plum Tomatoes With Basil
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,Hy Top Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,Hy Top Diced Tomatoes
0.0,5.0,1.0,0.0,0.0,150.0,1.0,230.0,25.0,3.0,0.0,Hy Top Whole Peeled Tomatoes
0.0,5.0,3.0,1.0,0.0,0.0,20.0,0.0,25.0,3.0,1.0,Hy Vee Diced Tomatoes
0.0,4.0,4.0,1.0,0.0,0.0,8.0,0.0,25.0,3.0,4.0,"Isola Cherry Italian Tomatoes, Cherry"
0.0,5.0,3.0,1.0,0.0,0.0,85.0,0.0,25.0,3.0,1.0,Jersey Fresh Fattoria Fresca Crushed Tomatoes With Basil
0.0,6.0,1.0,0.0,0.0,20.0,2.0,0.0,30.0,3.0,0.0,Krasdale Tomato Paste
0.0,5.0,1.0,0.0,0.0,180.0,1.0,90.0,25.0,3.0,0.0,Kroger Diced Petite Peeled Tomatoes in Tomato Juice
0.0,5.0,1.0,0.0,0.0,180.0,1.0,230.0,25.0,3.0,0.0,Kroger Petite Diced Peeled Tomatoes in Tomato Juice
0.0,5.0,1.0,0.0,0.0,180.0,1.0,274.0,25.0,3.0,0.0,Kuner's Diced Tomatoes in Tomato Juice
0.0,5.0,1.0,0.0,0.0,80.0,1.0,0.0,25.0,3.0,0.0,La Bella San Marzano Strained Tomatoes
0.0,6.0,3.0,2.0,0.0,0.0,20.0,0.0,30.0,3.0,1.0,"La Paix Tomato Paste, Tomato"
0.0,5.0,1.0,0.0,0.0,15.0,1.0,230.0,25.0,3.0,0.0,Laura Lynn Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,20.0,2.0,0.0,30.0,3.0,0.0,Laura Lynn Tomato Paste
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,Lidl Diced Tomatoes
0.0,11.0,2.0,0.0,0.0,50.0,2.0,415.0,50.0,3.0,0.0,"Lieber's Tomato Paste Double Concentrated, Tomato"
0.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,10.0,3.0,0.0,Localfolks Foods Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,15.0,2.0,0.0,30.0,3.0,0.0,Lowes Foods Tomato Paste
0.0,5.0,1.0,0.0,0.0,120.0,1.0,230.0,25.0,3.0,0.0,Marconi Whole Peeled Tomatoes
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,Market Basket Diced Tomatoes in Tomato Juice
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,Market Basket Select Petite Diced Tomatoes
0.0,6.0,1.0,0.0,0.0,20.0,2.0,270.0,30.0,3.0,0.0,"Market Basket Tomato Paste, Tomato"
0.0,3.0,1.0,0.0,0.0,10.0,1.0,0.0,15.0,3.0,0.0,Market Basket Tomato Sauce
0.0,0.0,1.0,0.0,0.0,10.0,0.0,140.0,15.0,3.0,0.0,Market Basket Tomato Sauce
0.0,5.0,1.0,0.0,0.0,180.0,1.0,0.0,25.0,3.0,0.0,Market Pantry Diced Tomatoes
