nutrient_total_fat,nutrient_total_carb,nutrient_protein,nutrient_sat_fat,nutrient_cholesterol,nutrient_sodium,nutrient_fiber,nutrient_calcium,Calories,Score,nutrient_vitamin_a,Category,cluster
5.0,37.0,17.0,2.0,1.0,2.0,20.0,1020.0,260.0,7.0,0.0,"Lean Cuisine Asian Style Beef Soup Beef Strips, Bok Choy, Carrots & Mushrooms With Asian Style Noodles in a Savory Beef Stock Concentrate, Asian Style Beef",0
31.0,30.0,15.0,19.0,115.0,1340.0,2.0,0.0,450.0,7.0,0.0,"Legal Sea Foods New England Clam Chowder, New England",6
13.0,55.0,4.0,17.0,2.0,20.0,1460.0,0.0,410.0,7.0,3.0,"Ling Ling Spicy Miso Chicken Tokyo Style Ramen Noodles With Tender White Meat Chicken and Vegetables in a Spicy Miso Broth, Spicy Miso Chicken",3
5.0,54.0,3.0,17.0,2.0,20.0,1580.0,0.0,340.0,7.0,2.0,"Ling Ling Tonkotsu Chicken Tokyo Style Ramen Noodles With Tender White Meat Chicken and Vegetables in a Savory Broth, Tonkotsu Chicken Tokyo Style Ramen",3
12.0,18.0,0.0,8.0,40.0,680.0,2.0,0.0,210.0,7.0,0.0,"Lunds&byerlys Garlic Mushroom Chef Crafted Soup, Garlic Mushroom",1
0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,7.0,0.0,Maggi Chicken Flavored Rice Soup Mix,2
0.0,1.0,0.0,0.0,0.0,370.0,0.0,0.0,10.0,7.0,0.0,"Maggi Garlic & Parsley Herbs Savory Stock, Garlic & Parsley",1
0.0,0.0,0.0,0.0,5.0,650.0,0.0,0.0,10.0,7.0,0.0,"Maggi Marketplace Premium Chicken Base, Chicken",1
11.0,36.0,3.0,5.0,6.0,0.0,1530.0,0.0,260.0,7.0,2.0,"Mama Shrimp Oriental Style Instant Noodles, Shrimp",3
4.0,0.0,9.0,2.0,40.0,1100.0,2.0,250.0,160.0,7.0,0.0,Marie Callender's Chicken & Dumplings Soup,1
7.0,0.0,7.0,3.0,30.0,990.0,3.0,230.0,200.0,7.0,0.0,Marie Callender's Chicken Pot Pie Style Soup,1
4.0,0.0,9.0,2.0,40.0,1100.0,2.0,250.0,160.0,7.0,0.0,"Marie Callender's Soup, Chicken & Dumplings, Chicken Pot Pie",1
16.0,37.0,17.0,9.0,105.0,1130.0,3.0,0.0,360.0,7.0,0.0,"Market District Chicken and Dumpling Soup, Chicken and Dumpling",1
10.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,170.0,7.0,810.0,Marketside Savory Butternut Squash Soup,4
12.0,39.0,2.0,7.0,6.0,10.0,0.0,0.0,290.0,7.0,2.0,"Maruchan Lime Flavor With Shrimp Instant Lunch Ramen Noodle Soup, Lime With Shrimp",2
1.0,2.0,0.0,0.0,0.0,770.0,0.0,0.0,20.0,7.0,0.0,"Meijer True Goodness True Goodness, Chicken Broth Concentrate",1
0.0,0.0,1.0,0.0,0.0,0.0,1470.0,0.0,15.0,7.0,0.0,Minor's Vegetarian* Consomme Prep,3
0.0,68.0,9.0,0.0,0.0,0.0,0.0,860.0,310.0,7.0,0.0,"Nongshim Beef Flavor With Seaweed Soo Air Dried Noodles With Soup Mix, Beef",0
14.0,57.0,7.0,7.0,0.0,1680.0,3.0,260.0,380.0,7.0,0.0,"Nongshim Gourmet Spicy Shin Noodle Soup, Spicy",1
13.0,49.0,7.0,6.0,0.0,920.0,5.0,210.0,340.0,7.0,0.0,"Nongshim Miso & Tofu Noodle Soup, Miso & Tofu",6
10.0,53.0,6.0,5.0,0.0,1310.0,1.0,240.0,330.0,7.0,0.0,"Nongshim Shin Noodle Soup, Gourmet Spicy",1
0.0,0.0,5.0,0.0,0.0,910.0,2.0,180.0,210.0,7.0,0.0,"Nongshim Udon Premium Noodle Soup, Udon",1
1.0,0.0,1.0,0.0,0.0,680.0,0.0,0.0,55.0,7.0,0.0,"Nora Kitchen Chinese Style Crab & Corn Soup Mix, Chinese Style Crab & Corn",1
12.0,0.0,7.0,7.0,35.0,720.0,2.0,310.0,200.0,7.0,0.0,"O, That's Good! Baked Potato Soup With a Twist of Cauliflower, Baked Potato",8
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,890.0,"Orrington Farms Chicken Flavored Broth Base & Seasoning, Chicken",4
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,1020.0,"Orrington Farms French Onion Flavored Soup Base, French Onion",4
0.0,6.0,0.0,0.0,0.0,1030.0,0.0,0.0,25.0,7.0,0.0,"Osem Consomme Soup & Seasoning Mix, Consomme",1
2.0,12.0,5.0,2.0,1.0,0.0,1060.0,0.0,80.0,7.0,1.0,"Osem Mushroom Soup & Seasoning Mix, Mushroom",3
3.0,21.0,7.0,1.0,0.0,920.0,6.0,330.0,140.0,7.0,0.0,"Our Family Bean With Bacon Condensed Soup, Bean With Bacon",8
0.0,5.0,0.0,0.0,0.0,540.0,0.0,65.0,25.0,7.0,0.0,"Our Family Beefy Onion Soup Mix, Beefy Onion",1
0.0,5.0,0.0,0.0,0.0,620.0,1.0,71.0,20.0,7.0,0.0,"Our Family Onion Recipe, Soup & Dip Mix, Onion",1
11.0,0.0,10.0,3.0,15.0,580.0,4.0,0.0,250.0,7.0,0.0,"Our Family Spaghetti Rings With Meatballs in Tomato Sauce, Meatballs",6
9.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,195.0,7.0,716.0,"Paldo Chicken Bowl Noodle Soup, Chicken",4
11.0,0.0,6.0,7.0,35.0,490.0,3.0,661.0,210.0,7.0,0.0,Panera Bread Baked Potato Soup,5
12.0,27.0,7.0,8.0,40.0,570.0,3.0,0.0,250.0,7.0,0.0,Panera Bread Baked Potato Soup,6
14.0,0.0,9.0,9.0,50.0,990.0,2.0,0.0,240.0,7.0,0.0,Panera Bread Broccoli Cheddar Soup,1
19.0,20.0,7.0,11.0,11.0,60.0,1160.0,0.0,280.0,7.0,2.0,"Panera Bread Soup, Broccoli Cheddar",3
0.0,3.0,0.0,0.0,0.0,760.0,0.0,43.0,20.0,7.0,0.0,"Pantry Favorites Chicken Enchilada Soup Mix, Chicken Enchilada",1
0.0,2.0,1.0,0.0,0.0,680.0,0.0,45.0,15.0,7.0,0.0,"Phoenix Food French Onion Soup Mix, French Onion",1
7.0,26.0,4.0,5.0,0.0,940.0,1.0,100.0,190.0,7.0,0.0,"Pocas Spicy Chicken Bowl Noodle Soup, Spicy Chicken",1
28.0,17.0,9.0,17.0,105.0,770.0,1.0,0.0,350.0,7.0,0.0,"Price Chopper Market32 New England Clam Chowder, New England Clam",6
16.0,0.0,8.0,8.0,45.0,890.0,1.0,0.0,250.0,7.0,0.0,"Private Selection Creamy Gnocchi & Chicken Gourmet Soup, Creamy Gnocchi & Chicken",1
7.0,20.0,7.0,2.0,15.0,680.0,2.0,570.0,170.0,7.0,0.0,"Progresso Lasagna Style Soup With Italian Sausage, Lasagna Style",5
13.0,19.0,4.0,4.0,15.0,720.0,2.0,580.0,210.0,7.0,0.0,"Progresso Potato, Broccoli & Cheese Chowder Soup",5
1.0,23.0,8.0,0.0,5.0,640.0,4.0,390.0,120.0,7.0,0.0,Progresso Split Pea With Ham Soup,8
26.0,23.0,16.0,16.0,80.0,1300.0,4.0,0.0,380.0,7.0,0.0,"Raley's Purely Made Cauliflower Cheddar Soup, Cauliflower Cheddar",1
31.0,33.0,12.0,18.0,125.0,1620.0,2.0,0.0,470.0,7.0,0.0,"Raley's Purely Made Creamy Harvest Turkey Soup, Creamy Harvest Turkey",1
17.0,22.0,10.0,9.0,55.0,750.0,2.0,0.0,280.0,7.0,0.0,"Rao's Italian Style Chicken & Gnocchi Slow Simmered Soup, Italian Style Chicken & Gnocchi",6
11.0,0.0,8.0,6.0,15.0,610.0,0.0,350.0,200.0,7.0,0.0,Safe Harvest Dairy Free Wild Clam Chowder,8
3.0,0.0,7.0,0.0,0.0,920.0,6.0,330.0,140.0,7.0,0.0,"Schnucks Condensed Bean With Bacon Soup, Bean With Bacon",8
1.0,10.0,2.0,0.0,0.0,0.0,10.0,650.0,60.0,7.0,0.0,"Se Grocers Real Chicken Broth Noodle Soup Mix, Real Chicken Broth",0
4.0,0.0,2.0,0.0,10.0,1000.0,1.0,190.0,110.0,7.0,0.0,"Shoprite Bowl & Basket Hot & Sour Soup, Hot & Sour",1
1.0,10.0,0.0,2.0,0.0,10.0,650.0,0.0,60.0,7.0,0.0,"Shur Fine Noodle Soup Mix, Chicken Flavor",3
2.0,59.0,9.0,0.0,5.0,1020.0,5.0,1500.0,290.0,7.0,0.0,"Shurfine Spaghetti Rings in Tomato Sauce, Tomato Sauce",5
3.0,46.0,3.0,0.0,0.0,1550.0,1.0,70.0,230.0,7.0,0.0,"Snapdragon Authentic Pho Broth With Rice Noodles Vietnamese Pho Bowls, Authentic Pho Broth With Rice Noodles",1
1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,57.0,7.0,568.0,"Soup and Dipity Loaded Baked Potato Soup Mix, Loaded Baked Potato",4
0.0,3.0,0.0,0.0,0.0,760.0,0.0,43.0,20.0,7.0,0.0,"Southern Living Chicken Enchilada Soup Mix, Chicken Enchilada",1
0.0,2.0,1.0,0.0,0.0,840.0,0.0,0.0,10.0,7.0,0.0,"Spice Select Instant Broth, Chicken",1
7.0,0.0,4.0,4.0,0.0,785.0,2.0,222.0,220.0,7.0,0.0,"Tapatio Beef Flavor Instant Ramen Noodle Soup Mix, Beef",8
7.0,0.0,5.0,4.0,0.0,775.0,2.0,153.0,230.0,7.0,0.0,"Tapatio Chicken Flavor Instant Ramen Noodle Soup Mix, Chicken",1
9.0,0.0,4.0,4.0,0.0,880.0,2.0,160.0,240.0,7.0,0.0,"Tapatio Extra Spicy Ramen Noodle Soup, Extra Spicy",1
7.0,0.0,4.0,3.0,0.0,770.0,2.0,161.0,220.0,7.0,0.0,"Tapatio Original Flavor Instant Ramen Noodle Soup Mix, Original",1
8.0,0.0,5.0,4.0,5.0,970.0,2.0,150.0,230.0,7.0,0.0,"Tapatio Shrimp Flavor Instant Ramen Noodle Soup Mix, Shrimp",1
0.0,1.0,1.0,0.0,0.0,1780.0,0.0,30.0,15.0,7.0,0.0,"That's Smart! Chicken Ready to Serve Broth, Chicken",1
9.0,40.0,11.0,2.0,5.0,1250.0,3.0,550.0,280.0,7.0,0.0,"That's Smart! Spaghetti in Tomato Sauce With Meat, Meat",8
2.0,7.0,0.0,7.0,0.0,15.0,760.0,0.0,80.0,7.0,1.0,"The Black Pearl Clam Chowder Condensed, Clam Chowder",3
1.0,10.0,2.0,0.0,10.0,650.0,0.0,20.0,60.0,7.0,0.0,"Tops Noodle Soup Mix With Real Chicken Broth, Noodle",1
12.0,0.0,3.0,5.0,5.0,0.0,1130.0,0.0,290.0,7.0,1.0,"Tradition Imitation Chicken Flavor Vegetarian Noodle Soup, Chicken",3
16.0,0.0,20.0,6.0,60.0,1680.0,4.0,800.0,350.0,7.0,0.0,"Wegmans Tuscan Style Lasagna Soup With Turkey Sausage, Tuscan Style",8
2.0,34.0,3.0,1.0,0.0,0.0,10.0,590.0,170.0,7.0,0.0,"Well Yes! Butternut Squash & Sweet Potato Sipping Soup, Butternut Squash & Sweet Potato",0
0.0,19.0,2.0,0.0,0.0,910.0,2.0,190.0,90.0,7.0,0.0,Wyler's Mrs. Grass Homestyle Beef Stew Hearty Mix,1
16.0,0.0,3.0,10.0,40.0,630.0,3.0,0.0,250.0,8.0,0.0,Wolf Gang Puck Organic Creamy Tomato Soup,6
0.0,5.0,0.0,0.0,0.0,800.0,0.0,0.0,25.0,8.0,0.0,"Food Lion Pho Chicken Liquid Broth Concentrate, Chicken",1
0.0,4.0,0.0,0.0,0.0,360.0,0.0,0.0,20.0,8.0,0.0,"Food Lion Vegetable Liquid Broth Concentrate, Vegetable",1
1.0,1.0,0.0,0.0,0.0,760.0,0.0,0.0,10.0,8.0,0.0,"Knorr Homestyle Concentrated Stock, Vegetable, Vegetable",1
1.0,13.0,2.0,0.0,0.0,750.0,1.0,0.0,70.0,8.0,0.0,"Knorr Minestrone Soup, Minestrone",1
2.0,0.0,1.0,1.0,0.0,670.0,0.0,0.0,60.0,8.0,0.0,"Knorr Mushroom Flavored Instant Cup Soup Mix, Mushroom",1
29.0,23.0,4.0,14.0,90.0,690.0,1.0,0.0,360.0,8.0,0.0,"Signature Cafe Tomato Basil Gluten Free Bisque, Tomato Basil",6
3.0,0.0,7.0,1.0,15.0,670.0,1.0,400.0,130.0,8.0,0.0,Signature Kitchens Hearty Gumbo Soup,8
21.0,0.0,13.0,12.0,80.0,1580.0,3.0,560.0,390.0,8.0,0.0,"Ahold Rip Roaring Crab Kettle Style Soup, Rip Roaring Crab",8
4.0,18.0,5.0,2.0,0.0,0.0,670.0,0.0,110.0,8.0,1.0,Alessi Premium Porcini Mushroom Soup,3
7.0,0.0,3.0,4.0,35.0,740.0,0.0,56.0,140.0,8.0,0.0,"Bar Harbor New England Style Lobster Bisque, New England Style Lobster",1
7.0,29.0,3.0,2.0,3.0,0.0,1010.0,0.0,180.0,8.0,1.0,Bear Creek Cheddar Potato Soup Mix,3
5.0,17.0,2.0,1.0,2.0,0.0,580.0,0.0,120.0,8.0,0.0,"Bear Creek Country Kitchens Hearty Soup Bowl, Creamy Chicken With Rice",3
7.0,27.0,2.0,2.0,3.0,0.0,770.0,0.0,180.0,8.0,1.0,"Bear Creek Country Kitchens Soup Mix, Creamy Chicken",3
3.0,20.0,6.0,1.0,25.0,850.0,2.0,220.0,140.0,8.0,0.0,"Campbell's Chunky Chicken and Sausage Gumbo Soup, Chicken and Sausage Gumbo",8
3.0,13.0,7.0,1.0,1.0,1.0,25.0,410.0,110.0,8.0,0.0,"Campbell's Chunky Chicken Noodle Soup, Chicken Noodle",0
16.0,35.0,8.0,3.0,15.0,1390.0,4.0,580.0,320.0,8.0,0.0,"Campbell's Chunky Chunky, Baked Potato With Cheddar & Bacon Bits Soup",8
14.0,17.0,7.0,6.0,50.0,790.0,1.0,230.0,220.0,8.0,0.0,"Campbell's Chunky Creamy Chicken Noodle Soup, Creamy Chicken Noodle",8
4.0,0.0,7.0,1.0,25.0,790.0,0.0,240.0,140.0,8.0,0.0,Campbell's Chunky Jazzy Jambalaya Soup,8
16.0,0.0,23.0,0.0,0.0,1170.0,0.0,0.0,340.0,8.0,0.0,"Campbell's Chunky Maxx Soup, Dark Meat Chicken & Sausage Gumbo",1
9.0,0.0,7.0,2.0,15.0,800.0,3.0,320.0,180.0,8.0,0.0,Campbell's Chunky Old Fashioned Potato Ham Chowder Soup,8
9.0,0.0,6.0,2.0,20.0,890.0,2.0,290.0,190.0,8.0,0.0,"Campbell's Chunky Soup, Chicken Corn Chowder",8
16.0,35.0,11.0,3.0,35.0,1450.0,3.0,500.0,330.0,8.0,0.0,"Campbell's Chunky Soup, Chicken Corn Chowder",8
9.0,8.0,3.0,2.0,4.0,2.0,5.0,750.0,130.0,8.0,0.0,"Campbell's Condensed Soup, Cream of Bacon",0
6.0,25.0,5.0,11.0,2.0,20.0,750.0,0.0,200.0,8.0,5.0,"Campbell's Go Go, Spicy Chorizo & Chicken With Black Beans Soup",3
1.0,16.0,2.0,7.0,0.0,20.0,790.0,0.0,100.0,8.0,1.0,"Campbell's Home Style Soup, Spicy Chicken Noodles",3
11.0,17.0,3.0,5.0,30.0,690.0,1.0,260.0,180.0,8.0,0.0,"Campbell's Slow Kettle Style Soup, Roasted Red Pepper & Smoked Gouda Bisque",8
1.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,160.0,8.0,0.0,Campbell's Spaghettios Pasta in Tomato and Cheese Sauce,2
0.0,0.0,3.0,0.0,0.0,1200.0,1.0,80.0,90.0,8.0,0.0,"Caribbean Dreams Jamaican Pumpkin Soup, Jamaican Pumpkin",1
0.0,9.0,1.0,0.0,0.0,460.0,0.0,94.0,30.0,8.0,0.0,"Carita Premium Chicken Flavoured Noodle Soup Mix, Chicken",1
8.0,0.0,6.0,5.0,10.0,750.0,1.0,160.0,210.0,8.0,0.0,"Chef Boyardee Beefaroni Pasta in Tomato and Meat Sauce, Beefaroni",1
10.0,0.0,8.0,3.0,25.0,530.0,1.0,500.0,250.0,8.0,0.0,Chef Boyardee Mini Abc's & 123's With Meatballs,5
1.0,1.0,1.0,0.0,0.0,890.0,0.0,0.0,15.0,8.0,0.0,"First Street Beef Base, Beef",1
0.0,4.0,0.0,0.0,0.0,780.0,0.0,12.0,20.0,8.0,0.0,"Garden Chef Mushroom Gourmet Instant Soup Mix, Mushroom",1
15.0,0.0,5.0,0.0,0.0,1120.0,5.0,0.0,260.0,8.0,0.0,"Good & Gather Creamy Tomato Basil Soup With Hints of Sherry Wine & Garlic, Creamy Tomato Basil",1
1.0,6.0,1.0,0.0,0.0,95.0,1.0,877.0,35.0,8.0,0.0,"Goodman's Onion Low Sodium Soup & Dip Mix, Onion",0
0.0,15.0,3.0,0.0,0.0,1240.0,1.0,0.0,80.0,8.0,0.0,Grace Cock Flavored Soup Mix,1
1.0,57.0,8.0,0.0,0.0,970.0,4.0,0.0,270.0,8.0,0.0,Great Value Spaghetti Rings Pasta in Tomato Sauce,1
9.0,0.0,14.0,0.0,0.0,1370.0,0.0,0.0,230.0,8.0,0.0,"H E B Meal Simple Chicken & Uncured Sausage Gumbo Made With Tender Chicken, Tomatoes, Okra, Uncured Chourico Sausage, Green Bell Peppers, Onions, Celery and Rice, Chicken & Uncured Sausage Gumbo",1
7.0,22.0,5.0,6.0,4.0,25.0,620.0,0.0,170.0,8.0,2.0,Heinz Home Style Loaded Potato Soup,3
9.0,23.0,6.0,2.0,10.0,800.0,2.0,290.0,200.0,8.0,0.0,"Hy Vee Chicken Corn Chowder Chunky Soup, Chicken Corn Chowder",8
3.0,15.0,7.0,1.0,10.0,810.0,2.0,180.0,120.0,8.0,0.0,"Hy Vee Grilled Chicken & Sausage Gumbo Chunky Soup, Chunky",1
5.0,33.0,7.0,4.0,0.0,730.0,2.0,430.0,200.0,8.0,0.0,"Idahoan Italian Sausage & Potato Flavored Hearty Soup, Italian Sausage & Potato",8
4.0,2.0,9.0,3.0,0.0,800.0,1.0,0.0,80.0,8.0,0.0,"Kiss My Keto Thai Green Curry Chicken Keto Bone Broth, Thai Green Curry Chicken",1
36.0,20.0,4.0,23.0,115.0,510.0,0.0,903.0,410.0,8.0,0.0,"La Madeleine Tomato Basil Soupe, Tomato Basil",5
37.0,22.0,18.0,22.0,185.0,1380.0,0.0,0.0,490.0,8.0,0.0,"Legal Sea Foods Lobster Bisque, Lobster",6
2.0,13.0,0.0,1.0,0.0,640.0,0.0,0.0,70.0,8.0,0.0,"Lipton Cup a Soup Cup a Soup, Instant Soup, Cream of Chicken, Cream of Chicken",1
23.0,0.0,8.0,15.0,145.0,1020.0,1.0,250.0,310.0,8.0,0.0,"Luke's Maine Lobster Bisque With Knuckle & Claw Meat, Knuckle & Claw Meat",6
0.0,10.0,0.0,0.0,0.0,860.0,0.0,0.0,50.0,8.0,0.0,"Maggi Pasta Soup Mix, Chicken",1
0.0,0.0,0.0,0.0,0.0,930.0,0.0,0.0,10.0,8.0,0.0,"Major Chefs' Basics Chicken Flavored Granular Stock Base, Chicken",1
32.0,0.0,16.0,0.0,0.0,1820.0,0.0,0.0,430.0,8.0,0.0,"Marketside Creamy Cauliflower Parmesan Soup, Creamy Cauliflower Parmesan",1
5.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,130.0,8.0,890.0,"Marketside French Onion Soup, French Onion",4
12.0,39.0,2.0,7.0,6.0,10.0,1.0,0.0,290.0,8.0,2.0,"Maruchan Instant Lunch Ramen Noodle Soup With Chili Piquin & Shrimp, Chili Piquin & Shrimp",2
12.0,38.0,6.0,6.0,0.0,930.0,2.0,310.0,280.0,8.0,0.0,"Maruchan Instant Lunch Select, Hot & Spicy Chicken Flavor Ramen Noodle Soup, Hot & Spicy Chicken",8
7.0,26.0,1.0,4.0,3.0,0.0,830.0,0.0,190.0,8.0,0.0,"Maruchan Ramen Noodle Soup, Chicken",3
11.0,34.0,2.0,6.0,5.0,0.0,590.0,0.0,260.0,8.0,0.0,Maruchan Yakisoba With Shrimp,3
1.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,15.0,8.0,0.0,"Minor's Ancho Flavor Concentrate, Ancho",1
0.0,0.0,0.0,0.0,0.0,180.0,0.0,5.0,0.0,8.0,0.0,"Minor's Beef Au Jus Prep Concentrate, Beef",1
0.0,0.0,1.0,0.0,0.0,800.0,0.0,0.0,10.0,8.0,0.0,Minor's Beef Base,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,800.0,Minor's Beef Base,4
0.0,0.0,1.0,0.0,0.0,135.0,0.0,10.0,15.0,8.0,0.0,"Minor's Beef Low Sodium Base, Beef",1
0.0,0.0,0.0,0.0,0.0,710.0,0.0,0.0,15.0,8.0,0.0,"Minor's Crab Base, Crab",1
11.0,56.0,8.0,6.0,1.0,4.0,5.0,1570.0,360.0,8.0,0.0,"Nongshim Bowl Noodle Soup, Spicy Shrimp",0
14.0,77.0,10.0,7.0,2.0,5.0,0.0,1570.0,470.0,8.0,0.0,"Nongshim Gourmet Spicy Shin Noodle Soup, Gourmet Spicy",0
10.0,52.0,7.0,5.0,0.0,1050.0,1.0,230.0,330.0,8.0,0.0,"Nongshim Kimchi Flavor Noodle Soup, Kimchi",6
12.0,58.0,8.0,6.0,1.0,4.0,0.0,1720.0,370.0,8.0,0.0,"Nongshim Noodle Bowl Soup, Beef Flavor",0
9.0,43.0,7.0,4.0,1.0,3.0,0.0,880.0,280.0,8.0,0.0,"Nongshim Shin Ramyun Black Noodle Soup, Spicy",0
12.0,70.0,11.0,6.0,0.0,1310.0,2.0,230.0,430.0,8.0,0.0,"Nongshim Shin Ramyun Black Premium Noodle Soup, Spicy",6
8.0,41.0,5.0,4.0,1.0,3.0,0.0,980.0,260.0,8.0,0.0,"Nongshim Shin Ramyun Shin Ramyun, Noodle Soup",0
8.0,38.0,2.0,5.0,4.0,1.0,3.0,1.0,240.0,8.0,0.0,"Nongshim Soon Veggie Noodle Soup, Gourmet Mild",2
10.0,50.0,6.0,5.0,0.0,1310.0,1.0,240.0,75.0,8.0,0.0,Nongshim Veggie Noodle Soup,1
13.0,0.0,3.0,8.0,45.0,610.0,3.0,0.0,240.0,8.0,0.0,"O That's Good! Roasted Corn Chowder Soup With a Twist of Sweet Potatoes & Carrots, Roasted Corn Chowder",6
13.0,55.0,9.0,6.0,0.0,1790.0,2.0,0.0,370.0,8.0,0.0,"Paldo Bowl Noodle Soup, Beef",1
15.0,54.0,9.0,7.0,0.0,1350.0,3.0,101.0,370.0,8.0,0.0,"Panda Signature Chicken Flavor Ramen Noodle Soup, Chicken",1
10.0,0.0,7.0,7.0,15.0,580.0,1.0,330.0,190.0,8.0,0.0,"Panera Bread at Home Thai Style Chicken Soup, Thai Style Chicken",8
0.0,40.0,20.0,0.0,0.0,0.0,477.0,0.0,165.0,8.0,0.0,Pho' Kup Authentic Vietnamese Noodle Soup,3
3.0,15.0,4.0,0.0,10.0,610.0,1.0,370.0,100.0,8.0,0.0,Progresso Chicken Corn Chowder Light Soup,8
7.0,17.0,5.0,1.0,5.0,870.0,2.0,310.0,150.0,8.0,0.0,"Progresso Creamy Potato & Ham With Chives Soup, Creamy Potato & Ham",8
9.0,0.0,5.0,1.0,0.0,1250.0,5.0,0.0,290.0,8.0,0.0,"Progresso Toppers Tomato Basil Soup With Cheddar Crackers, Tomato Basil",1
28.0,45.0,10.0,14.0,115.0,1190.0,3.0,0.0,470.0,8.0,0.0,"Raley's Purely Made Shrimp & Corn Chowder, Shrimp & Corn",6
12.0,37.0,5.0,5.0,0.0,1240.0,1.0,132.0,280.0,8.0,0.0,"Ramen by Chef Woo Beef Flavor Ramen Noodles, Beef",1
22.0,0.0,7.0,14.0,90.0,800.0,0.0,170.0,290.0,8.0,0.0,"Shoprite Bowl & Basket Cream of Crab Soup, Cream of Crab",6
9.0,22.0,5.0,8.0,2.0,4.0,2.0,3.0,200.0,8.0,15.0,Shur Fine Chicken Corn Chowder Soup,2
2.0,0.0,6.0,1.0,15.0,850.0,1.0,260.0,120.0,8.0,0.0,"Signature Select Hearty Grilled Chicken & Sausage Gumbo, Hearty Grilled Chicken & Sausage",8
5.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,88.0,8.0,341.0,"Soup and Dipity Tomato Basil Soup Mix, Tomato Basil",4
0.0,1.0,1.0,0.0,0.0,870.0,0.0,0.0,10.0,8.0,0.0,"Spice Select Instant Broth, Beef",1
8.0,0.0,6.0,2.0,30.0,890.0,1.0,90.0,160.0,8.0,0.0,"Sunny Select Hearty Style Chicken & Dumplings Soup, Hearty Style",1
9.0,0.0,6.0,2.0,10.0,800.0,2.0,290.0,200.0,8.0,0.0,"Sunny Select Hearty Style Chicken Corn Chowder, Hearty Style",8
12.0,37.0,6.0,5.0,0.0,1260.0,1.0,157.0,280.0,8.0,0.0,"Tapatio Hot Chicken Flavor Ramen Noodle Soup, Hot Chicken",1
1.0,57.0,8.0,0.0,0.0,970.0,4.0,810.0,270.0,8.0,0.0,"That's Smart! Spaghetti Rings Pasta in Tomato & Cheese Sauce, Spaghetti Rings",5
5.0,24.0,3.0,2.0,0.0,1.0,15.0,650.0,150.0,8.0,0.0,"Well Yes! Tomato & Sweet Basil Sipping Soup, Tomato & Sweet Basil",0
0.0,1.0,0.0,0.0,0.0,710.0,0.0,0.0,10.0,9.0,0.0,"Knorr Homestyle Concentrated Stock, Beef Flavor With Other Natural Flavor, Beef Flavor With Other Natural Flavor",1
1.0,1.0,0.0,0.0,0.0,750.0,0.0,0.0,10.0,9.0,0.0,"Knorr Homestyle Concentrated Stock, Chicken Flavor With Other Natural Flavor, Chicken Flavor With Other Natural Flavor",1
26.0,22.0,9.0,12.0,65.0,1050.0,1.0,0.0,370.0,9.0,0.0,"Signature Cafe Loaded Baked Potato Soup With Bacon, Loaded Baked Potato With Bacon",6
0.0,17.0,2.0,1.0,1.0,0.0,780.0,0.0,110.0,9.0,1.0,Bear Creek Country Kitchens Creamy Potato Hearty Soup Bowl,3
2.0,17.0,6.0,7.0,1.0,20.0,670.0,0.0,120.0,9.0,3.0,Campbell's Chunky Hearty Beef Noddle Soup,3
22.0,0.0,7.0,13.0,0.0,750.0,5.0,0.0,400.0,9.0,0.0,Good & Gather Pumpkin Bisque,6
10.0,30.0,3.0,8.0,5.0,1030.0,2.0,510.0,220.0,9.0,0.0,Idahoan Premium Steakhouse Creamy Potato Soup,8
6.0,30.0,4.0,4.0,5.0,1080.0,1.0,580.0,190.0,9.0,0.0,"Idahoan Steakhouse Steakhouse, Potato Soup, Cheddar Braccoli, Cheddar Braccoli",8
7.0,0.0,5.0,0.0,0.0,2.0,720.0,0.0,160.0,9.0,1.0,"Idahoan Steakhouse Steakhouse, Potato Soup, Creamy, Creamy",3
15.0,51.0,8.0,7.0,0.0,1030.0,2.0,156.0,370.0,9.0,0.0,"Indomie Chicken Curry Flavour Instant Noodles, Chicken Curry",6
0.0,2.0,1.0,1.0,0.0,0.0,820.0,0.0,10.0,9.0,0.0,"Just in Time Gourmet French Onion Soup Mix, French Onion",3
1.0,0.0,0.0,0.0,0.0,820.0,0.0,3.0,15.0,9.0,0.0,"L.b.jamison's Soup Base, Beef, Beef",1
47.0,19.0,12.0,29.0,200.0,960.0,1.0,0.0,550.0,9.0,0.0,"Lunds & Byerlys Chef Crafted Soup, New England Clam Chowder",6
7.0,27.0,1.0,5.0,3.0,0.0,480.0,0.0,190.0,9.0,1.0,"Maruchan Beef Flavor Ramen Noodle Soup, Beef",3
